time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
185.234116,-0.2698,0.3764,0.35,0.581
185.238476,0.0542,0.0789,-0.0228,0.098
185.244435,0.3097,-0.4201,-0.1984,0.558
185.248615,0.094,-0.464,-0.2158,0.52
185.253745,-0.3338,0.114,0.0191,0.353
185.257414,-0.2178,0.4355,0.1149,0.5
185.262254,0.1673,0.2561,0.0292,0.307
185.266998,0.4882,-0.2824,-0.0563,0.567
185.271411,0.2902,-0.4081,-0.0227,0.501
185.275982,-0.2289,0.0889,0.125,0.276
185.281579,-0.4074,0.5816,0.1293,0.722
185.285668,-0.0867,0.3962,-0.104,0.419
185.290727,0.2839,-0.2382,-0.3978,0.544
185.29578,0.3297,-0.5777,-0.3762,0.764
185.300206,-0.1421,-0.1884,-0.0789,0.249
185.304784,-0.2976,0.3352,0.0218,0.449
185.30956,0.0032,0.3892,0.0264,0.39
185.31446,0.4252,-0.193,-0.1547,0.492
185.319176,0.2798,-0.4426,-0.2067,0.563
185.323941,-0.0872,-0.3154,0.1028,0.343
185.331172,-0.5135,0.3897,0.2631,0.696
185.333669,-0.263,0.4765,0.0996,0.553
185.338254,0.1467,-0.0352,-0.3097,0.345
185.342622,0.4638,-0.5378,-0.2653,0.758
185.347373,0.124,-0.2389,0.0639,0.277
185.352001,-0.318,0.3801,0.353,0.608
185.356409,-0.2399,0.5382,0.2982,0.66
185.362495,0.1604,0.0211,-0.0983,0.189
185.366629,0.2351,-0.3728,-0.255,0.509
185.371265,-0.0033,-0.398,-0.0447,0.4
185.375929,-0.4159,0.1179,0.1599,0.461
185.38088,-0.2943,0.4347,0.1637,0.55
185.385957,0.087,0.1415,-0.0321,0.169
185.389903,0.4182,-0.4196,-0.2079,0.628
185.39482,0.3062,-0.5963,-0.0926,0.677
185.399772,-0.1845,-0.0551,0.2883,0.347
185.404442,-0.3683,0.472,0.5384,0.805
185.409137,-0.0575,0.3823,0.2977,0.488
185.413961,0.2987,-0.1193,-0.2311,0.396
185.418439,0.24,-0.3365,-0.3855,0.565
185.423446,-0.1787,-0.0205,-0.1112,0.211
185.430175,-0.3763,0.4256,0.1471,0.587
185.43273,-0.1222,0.4218,0.071,0.445
185.4374,0.2389,-0.0991,-0.1856,0.318
185.442249,0.3417,-0.5823,-0.094,0.682
185.447023,-0.1826,-0.2594,0.0968,0.332
185.451733,-0.447,0.2646,0.2391,0.572
185.45646,-0.3115,0.5137,0.1098,0.611
185.461909,0.141,0.011,-0.2612,0.297
185.466162,0.3293,-0.4257,-0.4207,0.683
185.471418,0.1039,-0.3841,-0.166,0.431
185.474991,-0.3006,0.198,0.0919,0.371
185.480597,-0.1756,0.4477,0.1295,0.498
185.48493,0.1998,0.012,0.0431,0.205
185.489578,0.4921,-0.4579,0.0233,0.673
185.494746,0.2087,-0.3353,0.0655,0.4
185.499132,-0.3002,0.275,0.1791,0.445
185.503785,-0.3691,0.6665,0.0738,0.765
185.508396,0.0749,0.2669,-0.2304,0.361
185.513809,0.3638,-0.2477,-0.3051,0.536
185.518079,0.2477,-0.4875,-0.0992,0.556
185.522961,-0.1903,-0.1084,0.1719,0.278
185.527743,-0.355,0.3481,0.294,0.578
185.532777,-0.0489,0.2407,0.1207,0.274
185.536859,0.2928,-0.2311,-0.1751,0.412
185.541618,0.3099,-0.5422,-0.1081,0.634
185.546373,-0.1903,-0.1104,0.1725,0.28
185.550948,-0.4259,0.3983,0.1999,0.616
185.555508,-0.181,0.4565,-0.067,0.496
185.561608,0.29,-0.0077,-0.3749,0.474
185.565743,0.4732,-0.4062,-0.2676,0.679
185.570225,0.1097,-0.2413,0.1144,0.289
185.574993,-0.351,0.3206,0.4653,0.665
185.579657,-0.282,0.5029,0.4054,0.705
185.584665,0.1044,0.0952,-0.0486,0.149
185.588951,0.3032,-0.4655,-0.2574,0.612
185.595039,-0.0258,-0.4046,-0.1936,0.449
185.598799,-0.3288,0.0971,0.1314,0.367
185.603282,-0.3645,0.4472,0.1597,0.599
185.607956,0.1456,0.0969,-0.0925,0.198
185.612635,0.3816,-0.3548,-0.1487,0.542
185.617579,0.2603,-0.4372,0.0423,0.511
185.622332,-0.2112,0.0316,0.232,0.315
185.631342,-0.4185,0.4203,0.3447,0.686
185.631912,-0.0884,0.222,0.1243,0.269
185.637634,0.3011,-0.2593,-0.3225,0.512
185.640889,0.3325,-0.3567,-0.3624,0.608
185.646429,-0.0157,0.0212,-0.0646,0.07
185.650595,-0.3001,0.5002,0.0745,0.588
185.655174,0.0011,0.3393,-0.0394,0.342
185.661569,0.3474,-0.1239,-0.1436,0.396
185.665418,0.2311,-0.4265,-0.0431,0.487
185.669433,-0.126,-0.2852,0.0758,0.321
185.674343,-0.5142,0.3531,0.2035,0.656
185.679164,-0.2637,0.3927,0.0881,0.481
185.683717,0.1174,-0.0614,-0.193,0.234
185.688451,0.3727,-0.578,-0.2681,0.738
185.693849,0.076,-0.35,-0.0434,0.361
185.698252,-0.2709,0.2414,0.1517,0.393
185.702717,-0.1885,0.4528,0.2315,0.542
185.707737,0.211,0.131,0.1158,0.274
185.712149,0.4181,-0.2924,0.1333,0.527
185.717129,0.1403,-0.285,0.1839,0.367
185.721901,-0.3633,0.1587,0.2157,0.451
185.730539,-0.3794,0.4895,0.0673,0.623
185.730971,-0.016,0.2481,-0.2938,0.385
185.735793,0.378,-0.3471,-0.4152,0.66
185.740596,0.295,-0.5671,-0.2462,0.685
185.7454,-0.1623,-0.0925,0.2021,0.275
185.750139,-0.3747,0.4445,0.3006,0.654
185.75476,0.0072,0.2318,0.1562,0.28
185.75966,0.3483,-0.2922,-0.0968,0.465
185.764467,0.2366,-0.3798,-0.1629,0.476
185.769276,-0.2015,-0.0539,0.0898,0.227
185.773856,-0.5133,0.3688,0.2651,0.685
185.778842,-0.154,0.2754,-0.0593,0.321
185.783831,0.2595,-0.1114,-0.3672,0.463
185.7881,0.5139,-0.4473,-0.2837,0.738
185.792615,0.1308,-0.1446,0.1079,0.223
185.797434,-0.2733,0.3596,0.3261,0.557
185.802377,-0.2573,0.5036,0.2813,0.632
185.806955,0.1193,0.0769,-0.0722,0.159
185.811674,0.1849,-0.3175,-0.2428,0.44
185.816362,-0.0295,-0.3147,-0.0939,0.33
185.821255,-0.4038,0.1814,0.1017,0.454
185.826066,-0.2682,0.3221,0.0918,0.429
185.831751,0.1081,-0.0366,-0.1175,0.164
185.834908,0.4534,-0.4444,-0.2925,0.699
185.839952,0.3077,-0.3979,-0.1102,0.515
185.844785,-0.1738,0.0563,0.3418,0.388
185.849601,-0.296,0.3214,0.4962,0.661
185.854407,-0.0427,0.2996,0.2174,0.373
185.859218,0.2469,-0.0588,-0.2637,0.366
185.864229,0.198,-0.343,-0.3329,0.517
185.868327,-0.1824,-0.0696,-0.1828,0.267
185.873028,-0.3658,0.4672,-0.0052,0.593
185.879204,-0.1261,0.4015,-0.0524,0.424
185.882809,0.2874,-0.1665,-0.2232,0.4
185.887343,0.4232,-0.6063,-0.1557,0.756
185.892371,-0.154,-0.1598,0.2058,0.303
185.897393,-0.3948,0.3161,0.4034,0.647
185.901848,-0.3023,0.4083,0.2674,0.574
185.906625,0.1265,-0.0223,-0.1528,0.2
185.911976,0.2726,-0.3162,-0.3185,0.525
185.91537,-0.0188,-0.2802,-0.084,0.293
185.920714,-0.3414,0.1161,0.0922,0.372
185.925439,-0.1541,0.2953,0.0917,0.346
185.930731,0.1689,0.0602,0.0577,0.188
185.934931,0.4899,-0.3769,0.0567,0.621
185.939693,0.2301,-0.3783,0.1033,0.455
185.946137,-0.2505,0.1849,0.2259,0.385
185.948854,-0.4053,0.6009,0.1435,0.739
185.953727,-0.0609,0.3158,-0.1188,0.343
185.958615,0.3096,-0.2419,-0.3606,0.533
185.963501,0.189,-0.3536,-0.2256,0.46
185.96798,-0.1585,-0.0705,-0.006,0.174
185.972728,-0.3569,0.2765,0.1127,0.465
185.978366,-0.0939,0.1981,0.0406,0.223
185.982669,0.281,-0.2401,-0.0268,0.371
185.987302,0.3737,-0.5512,0.1198,0.677
185.991694,0.0103,-0.2285,0.3891,0.451
185.996206,-0.303,0.3618,0.3436,0.584
186.001573,-0.1776,0.5484,0.0898,0.583
186.00589,0.1508,0.1309,-0.2763,0.341
186.010941,0.3111,-0.3874,-0.2978,0.579
186.015606,0.1006,-0.2702,-0.058,0.294
186.020111,-0.2462,0.2872,0.2088,0.432
186.024981,-0.1827,0.4887,0.241,0.575
186.030825,0.2217,0.01,0.0495,0.227
186.036738,0.3814,-0.4599,0.0157,0.598
186.039039,0.0184,-0.3895,0.0725,0.397
186.044535,-0.3988,0.1025,0.305,0.512
186.048556,-0.4955,0.5144,0.1182,0.724
186.053334,-0.0412,0.2869,-0.2002,0.352
186.05833,0.3243,-0.1996,-0.4596,0.597
186.062979,0.3032,-0.4446,-0.3707,0.653
186.067383,0.0071,-0.2225,0.0311,0.225
186.072021,-0.2303,0.3013,0.3113,0.491
186.078171,-0.0914,0.2891,0.3045,0.43
186.082082,0.2506,-0.2069,-0.0208,0.326
186.086639,0.287,-0.4471,-0.1444,0.551
186.091751,-0.0372,-0.0398,0.0417,0.069
186.096103,-0.4398,0.549,0.1459,0.718
186.100658,-0.2705,0.5301,-0.0925,0.602
186.105567,0.1823,0.0037,-0.4861,0.519
186.110844,0.314,-0.4137,-0.5305,0.742
186.114818,0.1556,-0.4243,-0.1851,0.488
186.119705,-0.2678,0.1013,0.234,0.37
186.124445,-0.1569,0.3377,0.365,0.521
186.130908,0.1093,0.0738,0.2479,0.281
186.134113,0.4358,-0.482,0.0885,0.656
186.138451,0.1338,-0.4446,0.035,0.466
186.144333,-0.3367,0.1476,0.1868,0.412
186.147984,-0.3531,0.5354,0.2049,0.673
186.152326,-0.0424,0.3172,-0.0571,0.325
186.157249,0.3517,-0.2503,-0.2843,0.517
186.16247,0.34,-0.4095,-0.2581,0.592
186.16729,-0.0367,-0.0548,0.0293,0.072
186.171729,-0.283,0.4011,0.3053,0.578
186.176381,-0.134,0.3453,0.2514,0.448
186.181228,0.2084,-0.0942,-0.0258,0.23
186.186709,0.2357,-0.4635,-0.0969,0.529
186.190602,-0.2639,-0.1417,0.0464,0.303
186.195043,-0.4704,0.315,0.0941,0.574
186.200629,-0.306,0.4261,-0.0152,0.525
186.205149,0.1845,-0.0142,-0.3423,0.389
186.209802,0.4202,-0.4411,-0.373,0.714
186.21447,0.2227,-0.3614,-0.1092,0.438
186.21882,-0.2584,0.1684,0.1766,0.355
186.223648,-0.1905,0.4373,0.2704,0.548
186.231125,0.1281,0.0681,0.2539,0.292
186.233341,0.459,-0.407,0.1233,0.626
186.237685,0.1284,-0.2469,0.0936,0.294
186.242747,-0.2895,0.2773,0.1216,0.419
186.247462,-0.4011,0.5881,0.0406,0.713
186.252241,0.0101,0.2414,-0.2394,0.34
186.256852,0.3423,-0.2636,-0.4038,0.591
186.26251,0.2785,-0.4274,-0.1921,0.545
186.266459,-0.1122,-0.1437,0.0799,0.199
186.271002,-0.2774,0.2466,0.2789,0.464
186.277308,-0.0811,0.1875,0.1677,0.264
186.28081,0.1895,-0.1748,0.019,0.259
186.285323,0.2832,-0.458,0.0042,0.538
186.290285,-0.1313,-0.1171,0.1654,0.241
186.294928,-0.4195,0.3536,0.117,0.561
186.299647,-0.2172,0.417,-0.0875,0.478
186.304269,0.1589,0.048,-0.3144,0.356
186.309111,0.4425,-0.3795,-0.2265,0.625
186.313816,0.1834,-0.3003,-0.0253,0.353
186.318434,-0.2639,0.1008,0.2268,0.362
186.323214,-0.2763,0.4083,0.2683,0.561
186.32999,0.0195,0.1864,0.1241,0.225
186.332638,0.3229,-0.2944,0.0137,0.437
186.337648,0.0882,-0.3678,-0.0911,0.389
186.34223,-0.3345,0.0434,0.0524,0.341
186.347023,-0.5316,0.4985,-0.0661,0.732
186.351635,-0.0679,0.2236,-0.236,0.332
186.356477,0.3638,-0.2719,-0.3717,0.587
186.36237,0.3846,-0.4452,-0.2027,0.622
186.366098,0.0353,-0.1709,0.1788,0.25
186.37068,-0.25,0.2717,0.4816,0.607
186.375448,-0.0446,0.2407,0.4168,0.483
186.380236,0.2589,-0.0604,0.0293,0.267
186.385203,0.3331,-0.3494,-0.0468,0.485
186.38962,-0.0911,-0.0379,0.0253,0.102
186.395011,-0.3555,0.3467,0.0354,0.498
186.399207,-0.2293,0.4718,-0.1633,0.549
186.403764,0.1853,0.0691,-0.4084,0.454
186.408494,0.3265,-0.3157,-0.377,0.59
186.413539,0.1158,-0.4126,-0.0513,0.432
186.418207,-0.2786,0.0275,0.215,0.353
186.422794,-0.3052,0.3783,0.3131,0.578
186.430607,-0.0235,0.0856,0.1206,0.15
186.433062,0.2991,-0.3801,-0.1896,0.519
186.436812,0.1262,-0.334,-0.2316,0.426
186.441801,-0.3538,0.1292,0.107,0.392
186.446464,-0.4131,0.3843,0.0731,0.569
186.451314,-0.0167,0.2291,-0.1742,0.288
186.455838,0.3625,-0.1193,-0.4437,0.585
186.461685,0.4453,-0.3554,-0.3125,0.65
186.465611,0.0672,-0.1103,0.1122,0.171
186.471488,-0.256,0.3367,0.4296,0.603
186.47467,-0.1928,0.4382,0.4167,0.635
186.479829,0.1309,-0.0116,0.057,0.143
186.484571,0.3389,-0.5334,-0.1008,0.64
186.489396,-0.1615,-0.2109,-0.0291,0.267
186.494288,-0.3734,0.2655,0.1328,0.477
186.498688,-0.333,0.4529,0.0325,0.563
186.503258,0.2149,-0.0587,-0.2334,0.323
186.508189,0.4315,-0.4236,-0.2888,0.67
186.512756,0.253,-0.3345,-0.0116,0.42
186.517441,-0.2661,0.067,0.3777,0.467
186.522137,-0.3401,0.3368,0.4558,0.661
186.52954,0.0085,0.1772,0.2578,0.313
186.531997,0.2787,-0.2182,-0.1194,0.374
186.536424,0.1728,-0.3396,-0.1659,0.416
186.54107,-0.2264,0.0429,-0.0218,0.231
186.545921,-0.4094,0.5123,-0.0067,0.656
186.550305,-0.0268,0.337,-0.1484,0.369
186.554997,0.3576,-0.2068,-0.3228,0.524
186.561365,0.4026,-0.4518,-0.2351,0.649
186.565058,-0.0508,-0.1774,0.0514,0.192
186.570049,-0.4207,0.2891,0.3741,0.633
186.574401,-0.252,0.2438,0.3099,0.468
186.579388,0.1289,-0.1428,0.0131,0.193
186.584214,0.3271,-0.4452,-0.1298,0.568
186.588563,-0.0548,-0.1377,-0.0576,0.159
186.594088,-0.3628,0.224,-0.0185,0.427
186.598526,-0.1706,0.3643,-0.0697,0.408
186.602864,0.2523,0.119,-0.1445,0.314
186.607394,0.5349,-0.3471,-0.0388,0.639
186.61238,0.2939,-0.3726,0.0946,0.484
186.617447,-0.2157,0.1288,0.251,0.355
186.621785,-0.3944,0.5357,0.2593,0.714
186.627638,-0.0168,0.2131,0.0156,0.214
186.63179,0.2726,-0.2918,-0.3311,0.519
186.635688,0.1905,-0.4458,-0.3476,0.597
186.640587,-0.3086,-0.0338,-0.1264,0.335
186.645381,-0.3867,0.3555,-0.1391,0.543
186.65035,-0.0187,0.2433,-0.1993,0.315
186.654794,0.375,-0.1906,-0.2832,0.507
186.659733,0.3913,-0.3929,-0.1203,0.567
186.664704,-0.0004,-0.2519,0.2456,0.352
186.668875,-0.4369,0.2675,0.5332,0.739
186.673668,-0.3343,0.4408,0.3201,0.639
186.679185,0.0711,0.0052,-0.0007,0.071
186.683621,0.3697,-0.4788,-0.2147,0.642
186.688136,0.0258,-0.1662,-0.0992,0.195
186.692877,-0.3536,0.3667,0.0776,0.515
186.6979,-0.2658,0.4726,-0.0221,0.543
186.702286,0.2152,0.0272,-0.1308,0.253
186.707101,0.4128,-0.3384,-0.0636,0.538
186.711819,0.1586,-0.3165,0.2261,0.42
186.716239,-0.3216,0.0469,0.476,0.576
186.721571,-0.4476,0.35,0.4251,0.71
186.726085,-0.1126,0.1382,0.0138,0.179
186.730642,0.2106,-0.2237,-0.3854,0.493
186.735377,0.2141,-0.4257,-0.3542,0.594
186.740102,-0.1762,-0.0282,-0.0523,0.186
186.744908,-0.322,0.3801,0.0341,0.499
186.749456,-0.0164,0.296,-0.0558,0.302
186.754156,0.377,-0.1241,-0.2262,0.457
186.759298,0.4882,-0.4125,-0.1488,0.656
186.763777,0.0816,-0.1763,0.1463,0.243
186.768656,-0.3932,0.3519,0.43,0.681
186.773417,-0.3951,0.477,0.3034,0.69
186.778977,0.0489,0.0269,-0.2497,0.256
186.783035,0.3762,-0.4145,-0.4571,0.723
186.787373,0.056,-0.3017,-0.2498,0.396
186.791977,-0.2572,0.1232,0.1131,0.307
186.796861,-0.2934,0.44,0.1173,0.542
186.802438,0.1306,0.123,-0.0165,0.18
186.806557,0.4473,-0.3288,-0.0549,0.558
186.812151,0.2402,-0.435,0.1586,0.522
186.816167,-0.3262,0.0622,0.3994,0.519
186.820636,-0.4663,0.4507,0.4773,0.805
186.825434,-0.0836,0.2189,0.2178,0.32
186.830921,0.2013,-0.2196,-0.3011,0.424
186.836577,0.3045,-0.4124,-0.3696,0.632
186.839418,-0.0673,-0.0103,-0.0715,0.099
186.84474,-0.2613,0.3882,0.1298,0.486
186.848949,0.0013,0.3942,0.0256,0.395
186.853976,0.3379,-0.1455,-0.0831,0.377
186.858628,0.3498,-0.4338,-0.1392,0.574
186.863421,-0.0796,-0.2261,0.0616,0.247
186.868121,-0.4775,0.1933,0.3514,0.624
186.872532,-0.3413,0.3813,0.1832,0.544
186.878227,0.0449,0.0552,-0.212,0.224
186.882456,0.4099,-0.4577,-0.4527,0.763
186.887282,0.1222,-0.3351,-0.364,0.51
186.891748,-0.2252,0.1945,-0.0953,0.312
186.896597,-0.205,0.3588,0.0672,0.419
186.901079,0.1896,0.1042,0.1001,0.238
186.906274,0.4772,-0.2906,0.0324,0.56
186.91112,0.284,-0.3212,0.0743,0.435
186.915112,-0.2208,0.1039,0.2492,0.349
186.920276,-0.3946,0.4305,0.2759,0.646
186.925063,-0.0977,0.3081,-0.0015,0.323
186.930411,0.2921,-0.2354,-0.353,0.515
186.934735,0.2667,-0.4658,-0.3743,0.654
186.939147,-0.1238,-0.1439,-0.0721,0.203
186.944482,-0.2745,0.2843,0.043,0.398
186.948424,0.0358,0.2866,0.0812,0.3
186.953142,0.3437,-0.162,0.0284,0.381
186.957906,0.3412,-0.3931,-0.0386,0.522
186.963053,-0.0642,-0.2425,0.1798,0.309
186.967756,-0.519,0.272,0.3637,0.69
186.972346,-0.3584,0.3693,0.1287,0.53
186.977326,0.0331,0.0054,-0.2375,0.24
186.982075,0.3937,-0.36,-0.3591,0.643
186.986496,0.1493,-0.1623,-0.1807,0.285
186.991096,-0.1882,0.195,0.0251,0.272
186.995576,-0.2628,0.3736,0.0729,0.463
187.001114,0.0806,0.0952,0.0629,0.14
187.005461,0.2555,-0.2283,0.0903,0.354
187.011605,0.1067,-0.2832,0.2551,0.396
187.015162,-0.3209,0.0515,0.3526,0.48
187.019711,-0.4847,0.3831,0.2266,0.658
187.024307,-0.1494,0.1663,-0.0599,0.231
187.02937,0.2071,-0.2053,-0.3825,0.481
187.033908,0.2863,-0.4218,-0.2991,0.591
187.038477,-0.0385,-0.086,0.1115,0.146
187.046827,-0.214,0.2895,0.2393,0.432
187.048919,-0.0281,0.2441,0.1716,0.3
187.052624,0.3132,-0.1045,-0.0479,0.334
187.057562,0.4057,-0.3124,0.0045,0.512
187.062265,-0.0051,-0.0772,0.2086,0.222
187.067224,-0.4272,0.3505,0.307,0.632
187.071681,-0.3576,0.4471,0.0726,0.577
187.076481,0.0197,0.0826,-0.3645,0.374
187.08156,0.3471,-0.4448,-0.4141,0.7
187.086177,0.1076,-0.3602,-0.2402,0.446
187.090788,-0.1348,0.0177,0.118,0.18
187.095515,-0.286,0.4398,0.1791,0.554
187.100199,0.1143,0.0849,0.0021,0.142
187.104798,0.3932,-0.3287,-0.0933,0.521
187.109611,0.1911,-0.2688,0.0443,0.333
187.11458,-0.3131,0.0942,0.2382,0.405
187.119215,-0.4533,0.3829,0.2601,0.648
187.123771,-0.1132,0.1897,-0.017,0.222
187.131123,0.2479,-0.258,-0.4632,0.585
187.137626,0.327,-0.3791,-0.4504,0.673
187.138559,0.0403,-0.0911,-0.0147,0.101
187.142651,-0.1593,0.3035,0.1997,0.397
187.147511,-0.0209,0.391,0.1748,0.429
187.151904,0.2922,-0.0774,0.0357,0.304
187.156679,0.2568,-0.3899,-0.0077,0.467
187.161912,-0.1384,-0.2252,0.1584,0.308
187.166761,-0.5074,0.3034,0.3569,0.691
187.171265,-0.3045,0.3386,0.1552,0.481
187.175921,0.1149,-0.063,-0.2206,0.257
187.180919,0.4225,-0.4278,-0.4326,0.741
187.185962,0.1538,-0.258,-0.287,0.415
187.190277,-0.2126,0.119,0.1049,0.265
187.195415,-0.1876,0.2365,0.2851,0.415
187.199994,0.1264,0.1252,0.1742,0.249
187.204299,0.3672,-0.1796,-0.0885,0.418
187.209158,0.1748,-0.2634,-0.0501,0.32
187.21429,-0.2769,0.0901,0.159,0.332
187.218481,-0.4646,0.431,0.1673,0.655
187.223351,-0.1767,0.2612,-0.0808,0.326
187.230724,0.185,-0.2392,-0.4794,0.567
187.232802,0.2977,-0.4886,-0.4811,0.748
187.237256,-0.0412,-0.1331,-0.1741,0.223
187.242285,-0.2354,0.2856,0.0882,0.381
187.247114,-0.0824,0.2831,0.2584,0.392
187.251779,0.3068,-0.1368,0.0992,0.35
187.256579,0.3519,-0.3206,0.0024,0.476
187.262408,0.0126,-0.1801,0.2389,0.299
187.266281,-0.4335,0.2248,0.3412,0.596
187.270389,-0.2976,0.4222,0.1012,0.526
187.274984,0.041,0.0816,-0.1418,0.169
187.280461,0.3775,-0.4172,-0.2883,0.632
187.285137,0.1663,-0.3187,-0.2057,0.414
187.289739,-0.1525,0.1728,0.0049,0.231
187.294886,-0.2417,0.5367,0.1286,0.603
187.299259,0.1347,0.1525,0.1752,0.268
187.303652,0.3185,-0.366,0.1258,0.501
187.308244,0.1597,-0.3723,0.1525,0.433
187.313405,-0.3395,0.0011,0.3265,0.471
187.318343,-0.5411,0.3854,0.3382,0.745
187.322991,-0.2005,0.2302,-0.0156,0.306
187.331213,0.1943,-0.1514,-0.3719,0.446
187.333045,0.359,-0.4252,-0.2794,0.623
187.336951,0.0575,-0.208,0.0454,0.221
187.341819,-0.2087,0.2635,0.1403,0.364
187.346536,-0.07,0.3893,0.1349,0.418
187.351314,0.2764,0.0347,0.0675,0.287
187.355522,0.4214,-0.3784,0.0952,0.574
187.361728,0.0533,-0.2517,0.1369,0.291
187.365739,-0.4356,0.2914,0.2974,0.603
187.370176,-0.3612,0.4834,0.1721,0.628
187.375021,0.016,0.0806,-0.2326,0.247
187.379845,0.3955,-0.404,-0.4685,0.734
187.384347,0.0749,-0.2818,-0.3657,0.468
187.388878,-0.1911,-0.0136,0.0596,0.201
187.39518,-0.3087,0.3281,0.05,0.453
187.398773,0.1343,0.1259,-0.0309,0.187
187.40338,0.4271,-0.2548,-0.0072,0.497
187.408192,0.2672,-0.3,0.0206,0.402
187.4128,-0.1759,-0.0791,0.2621,0.325
187.418199,-0.4878,0.3534,0.3644,0.704
187.422428,-0.2092,0.2887,0.129,0.379
187.427495,0.0909,-0.0745,-0.3136,0.335
187.431622,0.3468,-0.387,-0.3874,0.648
187.435917,0.0552,-0.0561,-0.2231,0.237
187.441586,-0.2297,0.362,0.0257,0.429
187.447592,-0.1239,0.3446,-0.0454,0.369
187.450796,0.2516,-0.0806,-0.0927,0.28
187.455298,0.2923,-0.3029,-0.031,0.422
187.46076,0.001,-0.267,0.2296,0.352
187.464906,-0.3785,0.0723,0.3841,0.544
187.471034,-0.3568,0.3042,0.2908,0.552
187.474117,-0.0462,0.1592,-0.006,0.166
187.479359,0.2814,-0.2455,-0.334,0.501
187.484096,0.1751,-0.3904,-0.3699,0.566
187.488672,-0.1628,0.0211,-0.1013,0.193
187.49466,-0.2756,0.3626,0.0611,0.459
187.498156,0.0297,0.217,-0.0529,0.225
187.502806,0.3897,-0.174,-0.1997,0.471
187.507518,0.3822,-0.3527,-0.0941,0.529
187.512258,0.0333,-0.0839,0.2719,0.287
187.516704,-0.3844,0.3486,0.4788,0.706
187.522022,-0.3533,0.4357,0.2285,0.606
187.52665,0.0098,0.0571,-0.1911,0.2
187.531251,0.2519,-0.413,-0.2755,0.557
187.535843,-0.0677,-0.2908,-0.098,0.314
187.540549,-0.2424,0.077,0.0834,0.268
187.547434,-0.298,0.4179,0.0168,0.514
187.55041,0.1498,0.0963,-0.2062,0.272
187.554755,0.4331,-0.3078,-0.1763,0.56
187.559631,0.3208,-0.3906,0.1047,0.516
187.564436,-0.2082,0.0398,0.3981,0.451
187.569201,-0.3776,0.4143,0.4807,0.738
187.574016,-0.1047,0.2114,0.2684,0.357
187.579263,0.2421,-0.1654,-0.2226,0.368
187.583285,0.217,-0.3205,-0.3395,0.515
187.588002,-0.1162,0.0382,-0.104,0.161
187.592717,-0.3239,0.3747,-0.0314,0.496
187.597727,-0.075,0.3667,-0.1446,0.401
187.602449,0.3334,-0.1774,-0.3761,0.533
187.607118,0.3689,-0.4083,-0.2786,0.617
187.612357,0.0389,-0.2814,0.0412,0.287
187.616658,-0.3269,0.1575,0.3779,0.524
187.621374,-0.2204,0.3175,0.3466,0.519
187.62614,0.0654,0.0063,0.1111,0.129
187.630418,0.3638,-0.3734,-0.1229,0.536
187.634892,0.0292,-0.185,-0.1889,0.266
187.6404,-0.3172,0.2057,0.0214,0.379
187.647913,-0.2675,0.3415,0.0358,0.435
187.649858,0.1423,0.0823,-0.1445,0.219
187.654396,0.3784,-0.2078,-0.3618,0.563
187.659094,0.2715,-0.2582,-0.1788,0.415
187.663938,-0.0337,-0.0139,0.1643,0.168
187.668449,-0.2327,0.2994,0.3246,0.499
187.673423,-0.1078,0.2684,0.2794,0.402
187.678722,0.2061,-0.085,-0.027,0.225
187.683056,0.2381,-0.3832,-0.0178,0.451
187.687599,-0.2473,-0.1425,0.0911,0.3
187.69225,-0.4491,0.2098,0.1571,0.52
187.697162,-0.3228,0.3503,0.0329,0.477
187.702018,0.1444,-0.0277,-0.3041,0.338
187.706425,0.4376,-0.3264,-0.4395,0.701
187.711555,0.2163,-0.2381,-0.0803,0.332
187.716208,-0.2076,0.1104,0.3144,0.393
187.721459,-0.268,0.3181,0.3834,0.566
187.725589,0.0467,0.0211,0.2524,0.258
187.730373,0.3641,-0.3208,-0.025,0.486
187.734856,0.1242,-0.2421,-0.0107,0.272
187.739823,-0.2132,0.1538,0.208,0.335
187.7474,-0.373,0.4467,0.1451,0.6
187.749325,-0.1142,0.2909,-0.1121,0.332
187.753817,0.2328,-0.2098,-0.4815,0.575
187.758362,0.2265,-0.3788,-0.4305,0.617
187.76332,-0.0787,-0.1715,-0.1851,0.264
187.768068,-0.2491,0.2048,0.1299,0.348
187.772811,0.0037,0.203,0.1481,0.251
187.778726,0.2829,-0.2164,0.0282,0.357
187.782346,0.48,-0.4708,0.0275,0.673
187.787139,0.0495,-0.1345,0.2546,0.292
187.79176,-0.3731,0.2747,0.3429,0.576
187.796631,-0.3419,0.4479,0.222,0.606
187.80194,0.0115,0.2115,-0.0785,0.226
187.806059,0.3057,-0.1699,-0.3438,0.49
187.811339,0.1188,-0.2443,-0.2843,0.393
187.815733,-0.1853,0.0046,-0.0492,0.192
187.820139,-0.2598,0.3983,0.0277,0.476
187.824931,0.0313,0.243,0.0088,0.245
187.829798,0.3297,-0.2194,-0.1576,0.426
187.834203,0.3703,-0.5448,-0.0762,0.663
187.83906,-0.2112,-0.0609,0.266,0.345
187.847406,-0.3424,0.2765,0.4255,0.612
187.849858,-0.2171,0.3357,0.3559,0.535
187.853422,0.1734,-0.0563,-0.0979,0.207
187.858021,0.2243,-0.1981,-0.3681,0.474
