time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.615863,-0.0732,-0.4732,0.1552,0.503
2.620335,-0.1,-0.4305,0.2341,0.5
2.625722,-0.0936,-0.4028,0.3363,0.533
2.629722,-0.0732,-0.4517,0.3953,0.605
2.634671,-0.0818,-0.4959,0.3354,0.604
2.638956,-0.1287,-0.4877,0.2334,0.556
2.644521,-0.1611,-0.4371,0.1514,0.49
2.649036,-0.1792,-0.4249,0.1317,0.48
2.653785,-0.1311,-0.4416,0.1077,0.473
2.658696,-0.0885,-0.5104,0.0792,0.524
2.663391,-0.0893,-0.5265,0.0224,0.534
2.669598,-0.1093,-0.5139,-0.0435,0.527
2.672589,-0.1245,-0.4729,-0.0471,0.491
2.686529,-0.1397,-0.5083,-0.0411,0.529
2.687007,-0.0791,-0.5957,-0.0447,0.603
2.687203,-0.0808,-0.6302,-0.0909,0.642
2.691713,-0.0682,-0.5694,-0.1273,0.587
2.696133,-0.0746,-0.509,-0.1539,0.537
2.700999,-0.0521,-0.5299,-0.1281,0.548
2.705718,-0.0534,-0.5505,-0.1641,0.577
2.710518,-0.0166,-0.5851,-0.219,0.625
2.714853,-0.075,-0.5572,-0.3212,0.648
2.719845,-0.0806,-0.458,-0.2994,0.553
2.724929,-0.048,-0.4116,-0.2114,0.465
2.729658,-0.0059,-0.3845,-0.1148,0.401
2.734173,0.0549,-0.4288,-0.0854,0.441
2.73907,0.0773,-0.4298,-0.1417,0.459
2.743849,0.0377,-0.3546,-0.1693,0.395
2.748749,0.0033,-0.2657,-0.1304,0.296
2.753157,-0.0071,-0.2201,-0.0111,0.221
2.757904,0.0583,-0.2794,0.074,0.295
2.762654,0.0755,-0.3049,0.0824,0.325
2.767456,0.0451,-0.316,0.0907,0.332
2.7725,0.0339,-0.2369,0.175,0.296
2.788511,0.0609,-0.2204,0.2682,0.352
2.789334,0.0592,-0.2804,0.2945,0.411
2.789741,0.0811,-0.3259,0.2495,0.418
2.790912,0.0551,-0.3664,0.1955,0.419
2.795326,0.0531,-0.2975,0.1657,0.345
2.800131,0.0465,-0.2626,0.2265,0.35
2.805264,0.0734,-0.2853,0.2822,0.408
2.809976,0.0905,-0.384,0.2475,0.466
2.814899,0.0884,-0.4155,0.1278,0.444
2.819542,0.0291,-0.3897,0.0136,0.391
2.824374,-0.0203,-0.3165,-0.0094,0.317
2.828816,-0.0123,-0.296,0.0483,0.3
2.83382,0.0193,-0.3612,0.0961,0.374
2.838637,0.0697,-0.4544,0.0628,0.464
2.843251,0.0531,-0.4517,0.025,0.456
2.847906,0.0366,-0.373,0.0064,0.375
2.852698,0.0346,-0.3328,-0.0264,0.336
2.85759,0.0468,-0.3876,-0.0116,0.391
2.862237,0.035,-0.4558,-0.0684,0.462
2.867094,0.0513,-0.4467,-0.2248,0.503
2.871552,0.0009,-0.4415,-0.3285,0.55
2.888803,0.0223,-0.3453,-0.3179,0.47
2.889462,0.0818,-0.3065,-0.2079,0.379
2.889735,0.1222,-0.3581,-0.1179,0.396
2.890318,0.1723,-0.4094,-0.0617,0.448
2.895044,0.1654,-0.3704,0.0037,0.406
2.900198,0.1586,-0.3318,0.0923,0.379
2.904647,0.1042,-0.2984,0.1233,0.339
2.909402,0.0596,-0.3031,0.1065,0.327
2.914113,0.0012,-0.2982,0.0709,0.307
2.91901,-0.0091,-0.2695,0.0734,0.28
2.923954,0.0329,-0.2363,0.1043,0.26
2.928597,0.0982,-0.2033,0.2062,0.306
2.933234,0.1536,-0.2085,0.2502,0.36
2.938189,0.157,-0.2328,0.2893,0.403
2.94254,0.0711,-0.2287,0.333,0.41
2.947495,0.0101,-0.1776,0.4193,0.455
2.95199,-0.0027,-0.1702,0.4863,0.515
2.956445,0.0037,-0.1398,0.5627,0.58
2.961381,0.0431,-0.1436,0.5772,0.596
2.966267,0.0154,-0.1859,0.5112,0.544
2.97168,-0.0125,-0.1617,0.4223,0.452
2.985212,-0.0358,-0.1047,0.3341,0.352
2.986054,-0.0209,-0.0864,0.2944,0.308
2.986231,0.046,-0.1349,0.3073,0.339
2.989655,0.103,-0.1926,0.2442,0.328
2.994702,0.1022,-0.2164,0.1152,0.266
2.999481,0.054,-0.1402,0.0203,0.152
3.004382,0.0015,-0.0693,0.0542,0.088
3.009567,0.016,-0.0559,0.0974,0.113
3.01387,0.0874,-0.1518,0.1118,0.208
3.018431,0.0966,-0.1898,0.0547,0.22
3.023241,0.0631,-0.1939,-0.0543,0.211
3.028256,0.0537,-0.0933,-0.0533,0.12
3.032459,0.0637,-0.0552,-0.0192,0.086
3.03681,0.1069,-0.1027,0.0572,0.159
3.042553,0.1164,-0.1499,0.0429,0.195
3.046805,0.064,-0.1109,-0.0237,0.13
3.051551,0.0025,-0.0009,0.0003,0.003
3.057457,-0.0301,0.0656,0.0857,0.112
3.061613,0.0039,0.0649,0.1753,0.187
3.065913,0.0278,-0.0024,0.2072,0.209
3.070774,0.0178,-0.0216,0.163,0.165
3.074837,-0.0257,0.0258,0.1807,0.184
3.086191,-0.0261,0.1059,0.2221,0.247
3.086729,0.0494,0.0711,0.3109,0.323
3.089523,0.0768,-0.0111,0.3326,0.342
3.094074,0.1136,-0.0643,0.283,0.312
3.099028,0.0695,-0.0695,0.2148,0.236
3.103688,0.0354,0.044,0.2089,0.216
3.108735,0.0541,0.0378,0.2411,0.25
3.113051,0.1202,0.0173,0.2731,0.299
3.117769,0.1478,-0.0648,0.2242,0.276
3.122574,0.1229,-0.0607,0.1471,0.201
3.127665,0.0746,0.0054,0.1037,0.128
3.132229,0.0412,0.0614,0.1366,0.155
3.137049,0.0986,0.0173,0.1836,0.209
3.141542,0.1129,-0.0548,0.1778,0.218
3.146238,0.0938,-0.0835,0.1246,0.177
3.151075,0.0273,-0.0216,0.0622,0.071
3.155267,-0.0243,0.0589,0.1047,0.123
3.160395,0.0004,0.0246,0.1754,0.177
3.165524,0.039,-0.019,0.2361,0.24
3.170587,0.0202,-0.0338,0.1871,0.191
3.174796,0.0064,-0.0389,0.1243,0.13
3.186819,-0.0262,0.0558,0.1046,0.121
3.187368,0.0033,0.0784,0.1469,0.167
3.188615,0.037,0.058,0.2127,0.224
3.193556,0.0229,-0.0052,0.1784,0.18
3.197965,-0.0105,-0.011,0.1111,0.112
3.203275,-0.0722,0.0357,0.0632,0.102
3.20781,-0.0862,0.0488,0.0538,0.113
3.212716,-0.1001,0.076,0.1298,0.181
3.224773,-0.057,0.0364,0.1721,0.185
3.225569,-0.0287,0.0066,0.1285,0.132
3.227892,-0.0669,0.0295,0.0615,0.096
3.232721,-0.1094,0.0902,0.0662,0.157
3.236877,-0.0754,0.0887,0.1373,0.18
3.241143,-0.0462,0.0444,0.151,0.164
3.245658,-0.0408,-0.0328,0.1028,0.115
3.262084,-0.0687,-0.0048,0.017,0.071
3.262892,-0.1198,0.047,-0.0303,0.132
3.263223,-0.123,0.1222,-0.0345,0.177
3.264523,-0.0736,0.0925,0.0419,0.125
3.277685,-0.0295,0.0439,0.0323,0.062
3.278358,-0.0569,0.0196,-0.02,0.063
3.278764,-0.089,0.0527,-0.0578,0.118
3.283777,-0.1683,0.1094,-0.0764,0.215
3.288702,-0.1331,0.1181,-0.0142,0.179
3.295482,-0.0888,0.046,0.0286,0.104
3.298199,-0.0545,-0.0112,0.0283,0.062
3.302545,-0.0869,0.008,-0.0147,0.088
3.309016,-0.138,0.0747,-0.0005,0.157
3.32555,-0.1553,0.0695,0.0564,0.179
3.326123,-0.125,0.0261,0.1034,0.164
3.326289,-0.114,-0.0027,0.0552,0.127
3.326448,-0.0984,-0.0312,-0.0401,0.111
3.330878,-0.1115,0.026,-0.0683,0.133
3.335918,-0.1246,0.0496,-0.0345,0.138
3.340365,-0.0807,0.0585,0.0513,0.112
3.345198,-0.0229,0.0338,0.1034,0.111
3.349804,-0.0179,-0.0145,0.0602,0.064
3.354658,-0.0748,0.0135,-0.0158,0.078
3.359524,-0.1267,0.065,-0.0011,0.142
3.3646,-0.1501,0.0781,0.0277,0.171
3.368904,-0.1261,0.0152,0.0326,0.131
3.373568,-0.1312,-0.0517,-0.015,0.142
3.37865,-0.127,-0.0366,-0.1576,0.206
3.383273,-0.1847,0.012,-0.2139,0.283
3.387862,-0.1661,0.0889,-0.0847,0.207
3.396161,-0.1148,0.0507,0.1244,0.177
3.397298,-0.0882,0.0355,0.2755,0.291
3.402121,-0.1195,-0.0047,0.3834,0.402
3.406677,-0.1325,0.0254,0.4391,0.459
3.412739,-0.1797,0.0492,0.4381,0.476
3.416367,-0.2129,0.0765,0.3997,0.459
3.420868,-0.2086,0.0885,0.3718,0.435
3.426421,-0.1814,0.0335,0.2399,0.303
3.430419,-0.1691,0.0262,0.057,0.18
3.434789,-0.1334,0.0903,-0.0484,0.168
3.439514,-0.079,0.0969,-0.077,0.147
3.445013,-0.006,0.0654,-0.0769,0.101
3.44975,0.043,-0.0036,-0.1148,0.123
3.454376,0.0444,-0.0337,-0.2143,0.221
3.459232,0.0701,-0.0488,-0.3038,0.316
3.463902,0.0631,-0.0109,-0.336,0.342
3.468276,0.1332,0.0225,-0.2971,0.326
3.47318,0.1373,-0.0058,-0.2254,0.264
3.478138,0.2416,-0.0384,-0.2162,0.326
3.482879,0.2747,-0.0654,-0.231,0.365
3.487414,0.2656,-0.0304,-0.2173,0.345
3.492686,0.2623,0.0045,-0.1801,0.318
3.49731,0.2502,-0.0416,-0.1622,0.301
3.501374,0.1816,-0.0681,-0.2063,0.283
3.506423,0.0711,-0.0751,-0.2549,0.275
3.513768,-0.0479,-0.1622,-0.3224,0.364
3.51573,-0.3936,-0.6178,-0.5087,0.892
3.519826,-0.1046,-0.3468,-0.6279,0.725
3.526131,0.3492,0.1604,-0.5902,0.704
3.530107,0.3676,0.6399,-0.1876,0.761
3.534796,0.148,0.9436,0.2551,0.989
3.539448,-0.3213,0.5316,0.486,0.789
3.544564,-0.4538,-0.248,0.3454,0.622
3.549737,-0.0953,-0.6177,-0.0312,0.626
3.553799,0.2224,-0.481,-0.1676,0.556
3.558729,0.2857,-0.0983,-0.3078,0.431
3.563422,0.239,0.2201,-0.3286,0.462
3.567865,0.155,0.3652,-0.1311,0.418
3.572644,0.0625,0.2669,0.0602,0.281
3.579642,0.0947,0.0696,0.1076,0.159
3.582477,0.1366,-0.0928,-0.0163,0.166
3.589448,0.1594,-0.1729,-0.1583,0.283
3.591116,0.1823,-0.0765,-0.1995,0.281
3.597544,0.2147,-0.0141,-0.1313,0.252
3.60046,0.1897,0.0382,-0.0731,0.207
3.605773,0.1458,0.0286,-0.1009,0.18
3.61049,0.0452,0.0287,-0.1666,0.175
3.615353,-0.0121,0.0575,-0.1654,0.176
3.619933,-0.0359,0.0195,-0.0978,0.106
3.625415,0.0067,0.0197,-0.1018,0.104
3.629553,0.0247,-0.0277,-0.1485,0.153
3.634296,0.0041,0.0014,-0.1996,0.2
3.6393,-0.0501,0.0209,-0.2456,0.252
3.644114,-0.052,0.0593,-0.2012,0.216
3.648806,-0.0256,0.0688,-0.1665,0.182
3.653293,-0.0092,-0.0025,-0.2081,0.208
3.658014,0.0069,-0.016,-0.259,0.26
3.662797,0.0037,0.009,-0.3145,0.315
3.667537,-0.0374,0.0958,-0.2938,0.311
3.672057,0.0027,0.1108,-0.2164,0.243
3.679466,0.0286,0.0309,-0.1586,0.164
3.681433,0.0448,0.0277,-0.168,0.176
3.689659,0.0279,0.0107,-0.2439,0.246
3.690908,0.0493,0.0321,-0.2339,0.241
3.696181,0.0705,0.0487,-0.1672,0.188
3.70051,0.1013,0.0556,-0.0582,0.129
3.705324,0.1271,0.0148,-0.0022,0.128
3.710165,0.1101,-0.0116,-0.0178,0.112
3.714708,0.0977,0.019,-0.0047,0.1
3.719454,0.0991,0.0444,0.018,0.11
3.724338,0.1143,0.107,0.1214,0.198
3.729199,0.0957,0.0834,0.1768,0.218
3.733781,0.054,0.0322,0.0034,0.063
3.73862,-0.0047,-0.0037,-0.0597,0.06
3.744008,0.0795,0.0733,0.2202,0.245
3.748209,0.1755,0.172,0.2709,0.366
3.752435,0.0745,0.151,0.0792,0.186
3.756824,-0.0734,0.0826,0.0078,0.111
3.762336,-0.2203,0.0528,-0.0014,0.227
3.766995,-0.1573,0.104,-0.0342,0.192
3.771737,-0.0474,0.1642,0.0234,0.173
3.779015,0.024,0.1574,0.0854,0.181
3.781143,0.0759,0.0745,0.0853,0.136
3.789162,0.0564,0.0587,-0.0193,0.084
3.790278,0.0182,0.0623,-0.0804,0.103
3.797669,0.0044,0.0898,-0.0746,0.117
3.800026,0.0051,0.1121,-0.0118,0.113
3.80444,0.0724,0.0248,0.0174,0.079
3.809585,0.125,-0.0142,-0.0865,0.153
3.814437,0.0584,0.009,-0.223,0.231
3.818949,0.0207,0.0799,-0.2826,0.294
3.823702,0.0166,0.103,-0.2376,0.259
3.828657,0.0362,0.0928,-0.1455,0.176
3.832996,0.0983,0.0163,-0.1254,0.16
3.837281,0.0694,-0.0117,-0.1769,0.19
3.842684,0.0074,0.0225,-0.233,0.234
3.847587,-0.0019,0.0992,-0.1842,0.209
3.852426,-0.0015,0.0804,-0.0837,0.116
3.856844,0.0461,0.0237,-0.0599,0.079
3.861582,0.0172,-0.0086,-0.0886,0.091
3.866277,-0.0307,-0.0073,-0.1599,0.163
3.871144,-0.0687,0.1128,-0.1357,0.189
3.878835,-0.0304,0.1227,-0.0596,0.14
3.880607,0.0312,0.0754,-0.0267,0.086
3.888665,0.0588,0.0475,-0.0842,0.113
3.889831,-0.0135,0.0581,-0.1415,0.154
3.895985,-0.0425,0.1305,-0.1415,0.197
3.899373,-0.0522,0.1785,0.0057,0.186
3.904167,0.0144,0.1547,0.0949,0.182
3.910538,0.0898,0.0835,0.0838,0.148
3.913452,0.0602,0.0271,0.0063,0.066
3.918098,-0.0355,0.0853,-0.0849,0.125
3.923189,-0.0781,0.1621,-0.0568,0.189
3.928064,-0.0254,0.1716,0.0519,0.181
3.932916,0.027,0.105,0.0934,0.143
3.937363,0.0361,0.1147,0.0634,0.136
3.943101,0.0072,0.1433,-0.0043,0.144
3.947797,-0.0308,0.1812,-0.0003,0.184
3.951032,-0.0588,0.1711,0.0324,0.184
3.956174,-0.0344,0.0802,0.0459,0.099
3.961195,0.0087,0.0469,0.0119,0.049
3.965818,-0.0388,0.0425,-0.0931,0.109
3.970538,-0.1002,0.138,-0.0977,0.197
3.976018,-0.1281,0.1804,-0.0548,0.228
3.980064,-0.0847,0.1559,0.0686,0.19
3.984866,-0.0134,0.0886,0.1104,0.142
3.989369,-0.0379,0.0739,0.0666,0.106
3.995827,-0.0909,0.0831,-0.0149,0.124
3.998747,-0.1053,0.1255,-0.0435,0.169
4.004117,-0.0911,0.0915,-0.0387,0.135
4.012735,-0.0343,0.015,-0.0575,0.069
4.013563,0.0172,-0.0085,-0.1,0.102
4.018009,-0.0173,0.0063,-0.1897,0.191
4.022509,-0.0754,0.0877,-0.1887,0.221
4.027349,-0.0905,0.1068,-0.1498,0.205
4.032004,-0.0202,0.0592,-0.0779,0.1
4.036715,0.0206,-0.0638,-0.1254,0.142
4.042322,0.0088,-0.0144,-0.2487,0.249
4.046483,0.0248,-0.0165,-0.4241,0.425
4.051038,-0.0405,0.0398,-0.5466,0.55
4.055818,-0.0856,0.1249,-0.4078,0.435
4.06057,-0.0488,0.1244,-0.2228,0.26
4.065413,0.0551,0.0904,0.0035,0.106
4.070119,0.1023,0.0991,0.1475,0.205
4.074883,0.145,0.1165,0.2718,0.329
4.079075,0.1308,0.1378,0.3433,0.392
4.084541,0.0882,0.1679,0.3577,0.405
4.08914,0.032,0.1637,0.3345,0.374
4.096453,-0.0189,0.1497,0.2928,0.329
4.099017,-0.0222,0.1827,0.2802,0.335
4.105654,-0.0448,0.1675,0.306,0.352
4.107939,-0.034,0.1186,0.3272,0.35
4.112595,-0.0093,0.0601,0.3012,0.307
4.11714,-0.0133,0.0731,0.1615,0.178
4.12213,-0.0742,0.0957,0.0419,0.128
4.126943,-0.0967,0.1609,-0.015,0.188
4.132224,-0.0618,0.1685,0.0757,0.195
4.136579,0.0297,0.1095,0.1372,0.178
4.141226,0.1113,0.0462,0.0463,0.129
4.146138,0.1308,0.0454,-0.0201,0.14
4.15053,0.1174,0.1205,-0.0007,0.168
4.155058,0.1094,0.1237,0.014,0.166
4.159603,0.1684,0.0698,0.0477,0.188
4.16491,0.2129,-0.0358,0.0004,0.216
4.169768,0.1386,-0.0454,-0.1368,0.2
4.174381,0.0458,0.0071,-0.2162,0.221
4.179229,-0.013,0.0689,-0.1764,0.19
4.183764,-0.0099,0.0731,-0.1036,0.127
4.188244,0.0545,-0.0224,-0.0694,0.091
4.196484,0.023,-0.0743,-0.1448,0.164
4.198516,0.0011,-0.0164,-0.2577,0.258
4.205181,-0.0399,0.0746,-0.2701,0.283
4.207337,-0.0332,0.1223,-0.1544,0.2
4.213745,0.0398,0.0367,-0.0919,0.107
4.216994,0.0978,-0.0339,-0.0965,0.141
4.22153,0.0459,-0.0134,-0.1534,0.161
4.226501,-0.034,0.0641,-0.1388,0.157
4.231075,-0.0042,0.1408,-0.0293,0.144
4.235406,0.0016,0.0745,0.0698,0.102
4.240022,0.0405,0.018,0.0686,0.082
4.245684,0.079,0.0189,0.0008,0.081
4.250324,-0.0014,0.0722,-0.0426,0.084
4.254834,-0.0526,0.1108,-0.0099,0.123
4.259467,-0.0036,0.1062,0.075,0.13
4.264133,0.0448,0.0682,0.1261,0.15
4.268679,0.0974,0.0351,0.1151,0.155
4.273404,0.0593,0.0449,0.0758,0.106
4.278278,0.0073,0.1685,0.0748,0.185
4.283179,-0.0157,0.1817,0.1642,0.245
4.287673,0.0278,0.1185,0.2103,0.243
4.294381,0.1088,0.084,0.185,0.231
4.297374,0.0942,0.045,0.084,0.134
4.302699,0.061,0.0872,0.0266,0.11
4.307815,0.052,0.1051,0.074,0.139
4.311338,0.0908,0.0658,0.1023,0.152
4.315678,0.1437,-0.0399,0.0782,0.168
4.320381,0.125,-0.0449,-0.0596,0.146
4.326402,0.0589,-0.0448,-0.168,0.184
4.330673,-0.0305,0.0457,-0.1808,0.189
4.335296,-0.0389,0.0547,-0.1222,0.139
4.340011,0.0046,0.0066,-0.0736,0.074
4.34555,0.0853,-0.0695,-0.1441,0.181
4.349612,0.0606,-0.0641,-0.2189,0.236
4.354359,-0.0164,-0.0158,-0.2458,0.247
4.360744,-0.0168,0.0133,-0.1776,0.179
4.364005,0.0303,-0.0148,-0.1053,0.111
4.36843,0.0958,-0.1139,-0.1047,0.182
4.373097,0.061,-0.1265,-0.1803,0.229
4.378333,-0.0354,-0.0627,-0.2364,0.247
4.382619,-0.1124,0.0005,-0.1972,0.227
4.387239,-0.1323,-0.0365,-0.0824,0.16
4.392426,-0.1053,-0.0829,-0.0349,0.138
4.397121,-0.1221,-0.1149,-0.0351,0.171
4.401604,-0.1634,-0.0898,-0.1017,0.212
4.406179,-0.2194,-0.0034,-0.0727,0.231
4.413788,-0.2474,0.0201,-0.0389,0.251
4.415679,-0.2098,-0.0569,-0.0099,0.218
4.420519,-0.126,-0.1241,-0.0663,0.189
4.425434,-0.0953,-0.1007,-0.1696,0.219
4.43008,-0.2679,-0.1199,-0.106,0.312
4.434658,-0.2815,-0.0105,0.0043,0.282
4.439531,-0.242,0.0648,0.1184,0.277
4.444411,-0.1168,0.0539,0.1558,0.202
4.44934,0.0074,0.1236,0.117,0.17
4.45371,0.1066,0.2542,0.036,0.278
4.459427,0.1904,0.4166,-0.0204,0.459
4.463633,0.2589,0.4491,-0.0049,0.518
4.46799,0.3315,0.4098,-0.0604,0.531
4.472319,0.3276,0.3659,-0.1534,0.515
4.477773,0.2483,0.3605,-0.2077,0.485
4.482076,0.1276,0.3886,-0.2474,0.478
4.486763,0.0329,0.3785,-0.1444,0.406
4.491528,0.0067,0.3211,-0.0612,0.327
4.496622,0.0343,0.2642,-0.0214,0.267
4.500923,0.077,0.2695,-0.0483,0.284
4.505945,0.0298,0.3792,-0.1178,0.398
4.51053,0.0068,0.4643,-0.1534,0.489
4.515227,0.0502,0.5102,-0.1316,0.529
4.520063,0.1023,0.4842,-0.1903,0.53
4.525088,0.1439,0.4392,-0.2626,0.532
4.52981,0.1087,0.4278,-0.3818,0.584
4.534434,0.0542,0.4354,-0.4383,0.62
4.539355,0.0185,0.4287,-0.4706,0.637
4.543862,0.0252,0.4124,-0.5025,0.651
4.548664,0.0457,0.3584,-0.5485,0.657
4.552918,0.0659,0.3525,-0.6417,0.735
4.558982,0.0622,0.3566,-0.668,0.76
4.562725,0.0445,0.3893,-0.661,0.768
4.567757,0.0937,0.365,-0.5735,0.686
4.572092,0.1667,0.289,-0.5817,0.671
4.576811,0.2301,0.3041,-0.6091,0.719
4.58217,0.194,0.3481,-0.6556,0.767
4.586513,0.1539,0.4444,-0.6071,0.768
4.590946,0.1574,0.4357,-0.488,0.673
4.59596,0.2182,0.3751,-0.427,0.609
4.600422,0.1932,0.3011,-0.4379,0.566
4.60551,0.145,0.2756,-0.5012,0.59
4.61117,0.0355,0.2981,-0.474,0.561
4.614715,0.0028,0.2683,-0.3522,0.443
4.619325,0.0225,0.1628,-0.2788,0.324
4.624096,-0.0057,0.0536,-0.3106,0.315
4.628834,-0.0529,0.0499,-0.3423,0.35
4.633571,-0.1666,0.094,-0.3502,0.399
4.637878,-0.2034,0.1378,-0.2252,0.333
4.643364,-0.0923,0.0625,-0.0869,0.141
4.647977,0.0282,-0.0737,0.0312,0.085
4.652818,0.0394,-0.0852,0.02,0.096
4.657683,-0.0149,-0.0204,0.0088,0.027
4.662367,-0.0917,0.0678,0.1019,0.153
4.666795,-0.0867,0.0649,0.2039,0.231
4.671452,-0.0436,-0.0142,0.2673,0.271
4.676828,0.0085,-0.0549,0.245,0.251
4.681337,-0.0589,-0.0623,0.1612,0.183
4.685751,-0.1402,-0.008,0.1732,0.223
4.690581,-0.1785,0.0263,0.2233,0.287
4.695499,-0.1173,-0.0492,0.2448,0.276
4.700047,-0.1189,-0.1291,0.1762,0.249
4.704617,-0.1494,-0.1088,0.0749,0.199
4.712302,-0.237,-0.0413,0.0552,0.247
4.714223,-0.2389,0.0206,0.1166,0.267
4.720492,-0.1604,-0.0181,0.154,0.223
4.723585,-0.0973,-0.0996,0.1201,0.184
4.728487,-0.0589,-0.0713,-0.0083,0.093
4.732968,-0.1493,0.066,-0.1026,0.193
4.737913,-0.2156,0.1642,-0.0679,0.279
4.74271,-0.1818,0.1285,0.0046,0.223
4.747527,-0.0678,0.0835,-0.0137,0.108
4.752013,0.007,0.0531,-0.0555,0.077
4.757286,-0.0374,0.1418,-0.1445,0.206
4.762054,-0.0954,0.2393,-0.1047,0.278
4.76639,-0.0955,0.2789,0.0156,0.295
4.771435,-0.0618,0.1803,0.097,0.214
4.776417,-0.0042,0.1253,0.0829,0.15
4.780676,-0.0938,0.2084,0.0404,0.232
4.785339,-0.1443,0.286,0.06,0.326
4.790185,-0.1565,0.3484,0.1603,0.414
4.796098,-0.0977,0.3528,0.2459,0.441
4.799108,-0.0109,0.2617,0.2078,0.334
4.806123,0.0086,0.2755,0.0706,0.285
4.812715,-0.1053,0.3651,0.0151,0.38
4.813763,-0.1806,0.4205,0.0267,0.458
4.818492,-0.132,0.3946,0.0431,0.418
4.823184,-0.0318,0.3259,0.0074,0.327
4.827871,0.0247,0.2624,-0.0945,0.28
4.832412,0.019,0.2757,-0.1957,0.339
4.837211,-0.0056,0.3507,-0.2154,0.412
4.842849,-0.025,0.3539,-0.1781,0.397
4.847038,0.0363,0.3001,-0.179,0.351
4.85172,0.0925,0.2517,-0.2939,0.398
4.856526,0.077,0.2135,-0.4081,0.467
4.861167,0.0617,0.2663,-0.4599,0.535
4.866358,0.0371,0.2715,-0.4404,0.519
4.87048,0.0933,0.2579,-0.3975,0.483
4.875497,0.1631,0.1829,-0.4168,0.484
4.87985,0.1608,0.1946,-0.5217,0.58
4.884917,0.1345,0.2304,-0.5598,0.62
4.889583,0.0939,0.2852,-0.4981,0.582
4.894874,0.1388,0.2781,-0.3658,0.48
4.898879,0.2306,0.2047,-0.2917,0.424
4.903563,0.2596,0.1416,-0.3418,0.452
4.909126,0.2315,0.1935,-0.3776,0.483
4.912952,0.1992,0.2357,-0.3088,0.437
4.917889,0.2291,0.2492,-0.1506,0.37
4.922559,0.2874,0.2008,-0.0411,0.353
4.92755,0.3266,0.1483,-0.0465,0.362
4.932305,0.271,0.1439,-0.0994,0.323
4.936849,0.1736,0.2299,-0.0429,0.291
4.942448,0.1154,0.2251,0.0795,0.265
4.946667,0.1719,0.1537,0.2011,0.306
4.951141,0.2139,0.0542,0.1937,0.294
4.955349,0.1893,0.0316,0.1245,0.229
4.960347,0.1082,0.0805,0.0796,0.157
4.965774,0.0042,0.1622,0.1536,0.223
4.970103,0.034,0.0864,0.2463,0.263
4.975625,0.1158,-0.0223,0.2719,0.296
4.979696,0.1446,-0.0782,0.2501,0.299
4.984404,0.0595,-0.0814,0.1762,0.203
4.988859,-0.0152,-0.023,0.1505,0.153
4.995421,-0.0465,0.0016,0.1868,0.193
4.998698,-0.0204,-0.0644,0.1802,0.192
5.003276,-0.0087,-0.1488,0.093,0.176
5.012336,-0.0825,-0.1042,0.0254,0.135
5.012754,-0.1748,-0.0551,0.0247,0.185
5.017364,-0.1999,-0.0257,0.1334,0.242
5.022192,-0.1729,-0.0966,0.175,0.264
5.027139,-0.1274,-0.1719,0.1547,0.264
5.031876,-0.1254,-0.1326,0.0159,0.183
5.036038,-0.214,-0.051,-0.0363,0.223
5.040519,-0.2738,0.0346,0.0543,0.281
5.045821,-0.2341,0.062,0.1588,0.29
5.050601,-0.1146,-0.0109,0.1725,0.207
5.055367,-0.0678,-0.0549,0.0961,0.13
5.060169,-0.1165,0.0058,0.0156,0.118
5.064689,-0.0935,0.0753,0.0308,0.124
5.06933,-0.0277,0.0966,0.0555,0.115
5.074198,0.0615,0.0084,0.0516,0.081
5.078965,0.098,-0.0315,-0.0756,0.128
5.083606,0.0253,0.0147,-0.2021,0.204
5.088357,-0.0559,0.1176,-0.1852,0.226
5.095978,-0.0794,0.1389,-0.083,0.18
5.098435,0.0066,0.0887,-0.0242,0.092
5.104351,0.0728,0.0342,-0.0561,0.098
5.107296,0.0766,0.0561,-0.178,0.202
5.11182,0.0044,0.1446,-0.261,0.298
5.116236,-0.0149,0.1992,-0.2153,0.294
5.121587,0.0751,0.1583,-0.132,0.219
5.126577,0.1784,0.0702,-0.1489,0.243
5.131266,0.2333,0.04,-0.2418,0.338
5.135826,0.16,0.0816,-0.3104,0.359
5.140632,0.0684,0.1705,-0.2504,0.311
5.145946,0.0536,0.2159,-0.1957,0.296
5.150363,0.072,0.1565,-0.1461,0.226
5.154591,0.0902,0.1309,-0.192,0.249
5.159709,0.0418,0.1721,-0.2471,0.304
5.164439,-0.0106,0.2464,-0.2069,0.322
5.168919,-0.0006,0.2202,-0.1005,0.242
5.173844,0.0996,0.1324,-0.066,0.178
5.178618,0.1421,0.0833,-0.1315,0.211
5.18314,0.099,0.0775,-0.2392,0.27
5.188018,0.0042,0.1528,-0.2704,0.311
5.195706,-0.0423,0.1895,-0.1732,0.26
5.197467,-0.0363,0.2115,-0.0293,0.217
5.203239,0.0691,0.1194,-0.0336,0.142
5.207025,0.0503,0.0613,-0.1282,0.151
5.213354,0.0413,0.0799,-0.1936,0.213
5.216332,0.0044,0.1127,-0.1541,0.191
5.22098,0.0202,0.0834,-0.0912,0.125
5.226309,0.0455,-0.0168,-0.0953,0.107
5.230572,0.0423,-0.0732,-0.1849,0.203
5.234956,-0.0367,-0.0338,-0.2503,0.255
5.24013,-0.1814,0.0338,-0.1871,0.263
5.245206,-0.2063,0.0392,-0.0437,0.215
